nazwa leku,identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
Lozap HCT,05909990611980,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,7.63,2671
Lozap HCT,05909990611980,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2671
Lucentis,05909990000005,Znajduje się w załącznikach: B.70.; B.120.,,bezpłatny,0,2672
Lumigan,05909990008469,Jaskra,,ryczałt,6.53,2673
Lumigan,05909990008469,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2673
Luminalum,05909990260614,Padaczka,,ryczałt,3.2,2674
Luminalum,05909990260614,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2674
Luminalum Unia,05909990812615,Padaczka,,ryczałt,3.26,2675
Luminalum Unia,05909990812615,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2675
Luteina,05909990569380,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,profilaktyka i leczenie ciąży zagrożonej porodem przedwczesnym,ryczałt,5.85,2676
Luteina,05909990569380,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2676
Luteina,05909991076207,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,profilaktyka i leczenie ciąży zagrożonej porodem przedwczesnym,ryczałt,6.09,2677
Luteina,05909991076207,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2677
Luteina,05909991076238,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,profilaktyka i leczenie ciąży zagrożonej porodem przedwczesnym,ryczałt,7.11,2678
Luteina,05909991076238,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2678
Luteina,05909991103231,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,profilaktyka i leczenie ciąży zagrożonej porodem przedwczesnym,ryczałt,7.13,2679
Luteina,05909991103231,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2679
Luteina 50,05906414002355,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,10.12,2680
Luteina 50,05906414002355,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2680
Luxfen,05909990677733,Jaskra,,ryczałt,3.28,2681
Luxfen,05909990677733,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2681
Lynparza,05000456031318,Znajduje się w załącznikach: B.50.,,bezpłatny,0,2682
Lynparza,05000456031325,Znajduje się w załącznikach: B.50.,,bezpłatny,0,2683
Lynparza,05902135480052,Znajduje się w załącznikach: B.50.,,bezpłatny,0,2684
Lyrica,05901878600543,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,3.2,2685
Lyrica,05901878600543,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2685
Lyrica,05901878600550,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,3.2,2686
Lyrica,05901878600550,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2686
Lyrica,05903792743252,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,3.2,2687
Lyrica,05903792743252,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2687
Lyrica,05909990009282,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,5.42,2688
Lyrica,05909990009282,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2688
Lyrica,05909990009299,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,3.2,2689
Lyrica,05909990009299,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2689
Lyrica,05909990009350,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,3.2,2690
Lyrica,05909990009350,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2690
Lyrica,05909990009367,Leczenie dorosłych pacjentów z bólem neuropatycznym spowodowanym procesem nowotworowym,neuropatia u dzieci do 18 roku życia,ryczałt,3.2,2691
Lyrica,05909990009367,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2691
Lysodren,05909990335237,Znajduje się w załącznikach: C.43.,,bezpłatny,0,2692
MabThera,05909990418817,Znajduje się w załącznikach: B.33.; B.75.,,bezpłatny,0,2693
MabThera,05909990418817,Znajduje się w załącznikach: C.51.,,bezpłatny,0,2693
MabThera,05909990418824,Znajduje się w załącznikach: B.33.; B.75.,,bezpłatny,0,2694
MabThera,05909990418824,Znajduje się w załącznikach: C.51.,,bezpłatny,0,2694
Macromax,05909990713608,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,mukowiscydoza,50%,7.55,2695
Madopar,05909990095216,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,3.56,2696
Madopar,05909990095216,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2696
Madopar 125 mg,05909990095018,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,7.61,2697
Madopar 125 mg,05909990095018,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2697
Madopar 125 mg,05909990748723,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,7.61,2698
Madopar 125 mg,05909990748723,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2698
Madopar 250 mg,05909990095117,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,3.56,2699
Madopar 250 mg,05909990095117,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2699
Madopar 62.5 mg,05909990094912,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,6.72,2700
Madopar 62.5 mg,05909990094912,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2700
Madopar 62.5 mg,05909990748624,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,6.72,2701
Madopar 62.5 mg,05909990748624,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2701
Madopar HBS,05909990377510,Choroba i zespół Parkinsona,<1>dystonia wrażliwa na lewodopę inna niż w przebiegu choroby i zespołu Parkinsona; <2>niedobór hydroksylazy tyrozyny,ryczałt,7.61,2702
Madopar HBS,05909990377510,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2702
Majamil prolongatum,05909990033614,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,4.01,2703
Marelim,05909991227272,Stan po przeszczepie narządu unaczynionego bądź szpiku,"stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,25.89,2704
Marelim,05909991227319,Stan po przeszczepie narządu unaczynionego bądź szpiku,"stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,50.32,2705
Matrifen 100 mikrogramów/godzinę system transdermalny,05909990043330,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,3.2,2706
Matrifen 12 mikrogramów/godzinę system transdermalny,05909990043163,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,4.22,2707
Matrifen 25 mikrogramów/godzinę system transdermalny,05909990043279,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,3.2,2708
Matrifen 50 mikrogramów/godzinę system transdermalny,05909990043385,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,3.2,2709
Matrifen 75 mikrogramów/godzinę system transdermalny,05909990043224,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,3.2,2710
Mavenclad,04054839365331,Znajduje się w załącznikach: B.46.,,bezpłatny,0,2711
Mavenclad,04054839365348,Znajduje się w załącznikach: B.46.,,bezpłatny,0,2712
Mavenclad,04054839365355,Znajduje się w załącznikach: B.46.,,bezpłatny,0,2713
Maviret,08054083015927,Znajduje się w załącznikach: B.71.,,bezpłatny,0,2714
Meaxin,05909991053895,Znajduje się w załącznikach: B.3.,,bezpłatny,0,2715
Meaxin,05909991053895,Znajduje się w załącznikach: C.70.a.; C.70.b.; C.70.c.,,bezpłatny,0,2715
Meaxin,05909991053963,Znajduje się w załącznikach: B.3.,,bezpłatny,0,2716
Meaxin,05909991053963,Znajduje się w załącznikach: C.70.a.; C.70.b.; C.70.c.,,bezpłatny,0,2716
Medikinet 10 mg,05909990652198,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,6.27,2717
Medikinet 20 mg,05909990652204,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,3.2,2718
Medikinet 5 mg,05909990652181,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,5.78,2719
Medikinet CR 10 mg,05909990652235,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,18.74,2720
Medikinet CR 20 mg,05909990652242,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,32.34,2721
Medikinet CR 30 mg,05909990652259,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,25.12,2722
Medikinet CR 40 mg,05909990652266,Zespół nadpobudliwości psychoruchowej wyłącznie jako element kompleksowego (zawierającego psychoterapię) leczenia u dzieci powyżej 6 roku życia,,ryczałt,30.25,2723
Medisorb A 10x10 cm,5900516844714,Przewlekłe owrzodzenia,,30%,2.88,2724
Medisorb A 10x10 cm,5900516844714,Epidermolysis bullosa,,bezpłatny do limitu,0,2724
Medisorb H 10x10 cm,5900516844721,Przewlekłe owrzodzenia,,30%,2.3,2725
Medisorb H 10x10 cm,5900516844721,Epidermolysis bullosa,,bezpłatny do limitu,0.28,2725
Medisorb H 15x15 cm,5900516844745,Przewlekłe owrzodzenia,,30%,4.53,2726
Medisorb H 15x15 cm,5900516844745,Epidermolysis bullosa,,bezpłatny do limitu,0,2726
Medisorb H 20x20 cm,5900516849290,Przewlekłe owrzodzenia,,30%,7.54,2727
Medisorb H 20x20 cm,5900516849290,Epidermolysis bullosa,,bezpłatny do limitu,0,2727
Medisorb Silver 10x10 cm,5900516866877,Przewlekłe owrzodzenia,,30%,5.54,2728
Medisorb Silver 10x10 cm,5900516866877,Epidermolysis bullosa,,bezpłatny do limitu,1.22,2728
Medisorb Silver 10x20 cm,5900516866860,Przewlekłe owrzodzenia,,30%,8.61,2729
Medisorb Silver 10x20 cm,5900516866860,Epidermolysis bullosa,,bezpłatny do limitu,0,2729
Medisorb Silver PAD 10x10 cm,5900516866891,Przewlekłe owrzodzenia,,30%,5.54,2730
Medisorb Silver PAD 10x10 cm,5900516866891,Epidermolysis bullosa,,bezpłatny do limitu,1.22,2730
Medisorb Silver PAD 10x20 cm,5900516866884,Przewlekłe owrzodzenia,,30%,8.61,2731
Medisorb Silver PAD 10x20 cm,5900516866884,Epidermolysis bullosa,,bezpłatny do limitu,0,2731
Medrol,05909990683123,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,4.4,2732
Medrol,05909990683123,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2732
Medrol,05909990683215,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,11.38,2733
Medrol,05909990683215,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2733
Megace,05909990437627,Nowotwory złośliwe,,ryczałt,6.4,2734
Megalia,05909991054519,Nowotwory złośliwe,,ryczałt,6.4,2735
Megastril,05909990895977,Nowotwory złośliwe,,ryczałt,6.4,2736
Mekinist,05909991141813,Znajduje się w załącznikach: B.59.,,bezpłatny,0,2737
Mekinist,05909991141851,Znajduje się w załącznikach: B.59.,,bezpłatny,0,2738
Mektovi,03573994003922,Znajduje się w załącznikach: B.59.,,bezpłatny,0,2739
Mel Forte,05909991228262,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,4.84,2740
Mel Forte,05909991228279,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,6.92,2741
Melodyn 35 μg/h,05909990938056,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,6.72,2742
Melodyn 35 μg/h,05909990938056,Nowotwory złośliwe,,bezpłatny do limitu,3.52,2742
Melodyn 52.5 μg/h,05909990938087,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,6.23,2743
Melodyn 52.5 μg/h,05909990938087,Nowotwory złośliwe,,bezpłatny do limitu,3.03,2743
Melodyn 70 μg/h,05909990938131,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,5.6,2744
Melodyn 70 μg/h,05909990938131,Nowotwory złośliwe,,bezpłatny do limitu,2.4,2744
Meloxistad,05909990431151,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,3.3,2745
Meloxistad,05909990431168,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,4.87,2746
Memorion,05909991398842,Choroba Alzheimera,otępienie z ciałami Lewy'ego; otępienie w przebiegu choroby Parkinsona,30%,5.32,2747
Memorion,05909991398842,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2747
Memorion,05909991403560,Choroba Alzheimera,otępienie z ciałami Lewy'ego; otępienie w przebiegu choroby Parkinsona,30%,9.87,2748
Memorion,05909991403560,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,2748
Menopur,05909990812905,Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)); u których nie stwierdza się wcześniejszych; niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia; u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH i FSH – refundacja do 3 cykli,,ryczałt,48.99,2749
Menopur,05909990812981,Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)); u których nie stwierdza się wcześniejszych; niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia; u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH i FSH – refundacja do 3 cykli,,ryczałt,31.76,2750
Mensinorm,05909991219307,Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)); u których nie stwierdza się wcześniejszych; niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli,,ryczałt,7.1,2751
Mensinorm,05909991219338,Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)); u których nie stwierdza się wcześniejszych; niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli,,ryczałt,3.2,2752
Mepilex 10x21 cm,7332430504999,Przewlekłe owrzodzenia,,30%,8.46,2753
Mepilex 10x21 cm,7332430504999,Epidermolysis bullosa,,bezpłatny do limitu,0,2753
Mepilex 12.5x12.5 cm,7332430446459,Przewlekłe owrzodzenia,,30%,8.03,2754
Mepilex 12.5x12.5 cm,7332430446459,Epidermolysis bullosa,,bezpłatny do limitu,1.71,2754
Mepilex 17.5x17.5 cm,7332430505019,Przewlekłe owrzodzenia,,30%,12.26,2755
Mepilex 17.5x17.5 cm,7332430505019,Epidermolysis bullosa,,bezpłatny do limitu,0,2755
Mepilex 20x50 cm,7332551306441,Przewlekłe owrzodzenia,,30%,53.01,2756
Mepilex 20x50 cm,7332551306441,Epidermolysis bullosa,,bezpłatny do limitu,12.6,2756
Mepilex Ag,7332430941367,Przewlekłe owrzodzenia,,30%,10.41,2757
Mepilex Ag,7332430941367,Epidermolysis bullosa,,bezpłatny do limitu,3.66,2757
Mepilex Ag,7332430941374,Przewlekłe owrzodzenia,,30%,11.98,2758
Mepilex Ag,7332430941374,Epidermolysis bullosa,,bezpłatny do limitu,2.91,2758
Mepilex Ag,7332430941381,Przewlekłe owrzodzenia,,30%,16.33,2759
Mepilex Ag,7332430941381,Epidermolysis bullosa,,bezpłatny do limitu,3.1,2759
Mepilex Ag,7332551027056,Przewlekłe owrzodzenia,,30%,4.08,2760
Mepilex Ag,7332551027056,Epidermolysis bullosa,,bezpłatny do limitu,1.88,2760
Mepilex Border 12.5x12.5 cm,7332430446527,Przewlekłe owrzodzenia,,30%,7.8,2761
Mepilex Border 12.5x12.5 cm,7332430446527,Epidermolysis bullosa,,bezpłatny do limitu,1.48,2761
Mepilex Border 17.5x17.5 cm,7332430497116,Przewlekłe owrzodzenia,,30%,12.26,2762
Mepilex Border 17.5x17.5 cm,7332430497116,Epidermolysis bullosa,,bezpłatny do limitu,0,2762
Mepilex Border 17.5x23 cm,7332430497123,Przewlekłe owrzodzenia,,30%,15.52,2763
Mepilex Border 17.5x23 cm,7332430497123,Epidermolysis bullosa,,bezpłatny do limitu,0,2763
Mepilex Border 7.5x8.5 cm,7332430500670,Przewlekłe owrzodzenia,,30%,4.51,2764
Mepilex Border 7.5x8.5 cm,7332430500670,Epidermolysis bullosa,,bezpłatny do limitu,1.93,2764
Mepilex Border Ag 12.5x12.5 cm,7332551816421,Przewlekłe owrzodzenia,,30%,19.01,2765
Mepilex Border Ag 12.5x12.5 cm,7332551816421,Epidermolysis bullosa,,bezpłatny do limitu,12.31,2765
Mepilex Border Ag 17.5x17.5 cm,7332551816483,Przewlekłe owrzodzenia,,30%,34.97,2766
Mepilex Border Ag 17.5x17.5 cm,7332551816483,Epidermolysis bullosa,,bezpłatny do limitu,21.84,2766
Mepilex Border EM 12.5x12.5 cm,7332430529152,Przewlekłe owrzodzenia,,30%,8.03,2767
Mepilex Border EM 12.5x12.5 cm,7332430529152,Epidermolysis bullosa,,bezpłatny do limitu,1.71,2767
Mepilex Border EM 17.5x17.5 cm,7332430529206,Przewlekłe owrzodzenia,,30%,12.26,2768
Mepilex Border EM 17.5x17.5 cm,7332430529206,Epidermolysis bullosa,,bezpłatny do limitu,0,2768
Mepilex Border EM 7.5x8.5 cm,7332430529107,Przewlekłe owrzodzenia,,30%,4.62,2769
Mepilex Border EM 7.5x8.5 cm,7332430529107,Epidermolysis bullosa,,bezpłatny do limitu,2.04,2769
Mepilex EM 12.5x12.5 cm,7332430666598,Przewlekłe owrzodzenia,,30%,8.13,2770
Mepilex EM 12.5x12.5 cm,7332430666598,Epidermolysis bullosa,,bezpłatny do limitu,1.81,2770
Mepilex EM 17.5x17.5 cm,7332430666642,Przewlekłe owrzodzenia,,30%,12.14,2771
Mepilex EM 17.5x17.5 cm,7332430666642,Epidermolysis bullosa,,bezpłatny do limitu,0,2771
Mepilex EM 7.5x8.5 cm,7332430666505,Przewlekłe owrzodzenia,,30%,4.65,2772
Mepilex EM 7.5x8.5 cm,7332430666505,Epidermolysis bullosa,,bezpłatny do limitu,2.07,2772
Mepilex Talon 13X21 cm,7332430727572,Przewlekłe owrzodzenia,,30%,8.9,2773
Mepilex Talon 13X21 cm,7332430727572,Epidermolysis bullosa,,bezpłatny do limitu,0,2773
Mepilex Transfer 15x20 cm,7332430008800,Przewlekłe owrzodzenia,,30%,24.74,2774
Mepilex Transfer 15x20 cm,7332430008800,Epidermolysis bullosa,,bezpłatny do limitu,12.62,2774
